code,board,rows,first,last,last20_amt_yi,min_close60,sealed5,sealed10,sealed20,sealed_dn
000070,main,6140,2000-05-11,2026-09-22,15.021,12.18,15,139,0,17
000078,main,6623,1998-12-18,2026-09-22,1.0916,1.35,12,116,0,12
000088,main,6917,1997-07-28,2026-09-22,1.4805,4.11,4,57,0,1
000089,main,6825,1998-04-20,2026-09-22,0.8991,6.22,1,25,0,1
000090,main,6453,1999-07-21,2026-09-22,0.671,3.006,6,50,0,1
000096,main,6292,2000-07-24,2026-09-22,0.4815,6.963,6,66,0,2
000099,main,6170,2000-07-31,2026-09-22,0.819,12.87,11,74,0,2
000100,main,5151,2004-01-30,2026-09-22,18.7832,4.64,32,44,0,5
000151,main,6257,2000-09-06,2026-09-22,0.7172,8.88,4,132,0,3
000153,main,5900,2000-09-20,2026-09-22,0.8802,5.2,7,75,0,4
000155,main,5636,2000-09-26,2026-09-22,3.0778,10.349,57,79,0,20
000156,main,4530,2000-09-06,2026-09-22,0.7608,6.195,31,54,0,10
000157,main,6157,2000-10-12,2026-09-22,2.6716,6.16,9,41,0,3
000158,main,6198,2000-07-24,2026-09-22,5.1869,12.1,7,134,0,0
000159,main,6046,2000-09-26,2026-09-22,0.5098,5.03,5,101,0,3
000166,main,2805,2015-01-26,2026-09-22,2.934,4.37,1,11,0,1
000301,main,6086,2000-05-29,2026-09-22,4.8286,11.35,3,64,0,1
000333,main,3101,2013-09-18,2026-09-22,19.7977,77.01,3,2,0,0
000338,main,4654,2007-04-30,2026-09-22,24.8519,24.0,5,18,0,0
000400,main,6859,1997-04-18,2026-09-22,2.2686,19.68,8,68,0,3
000401,main,7082,1996-06-14,2026-09-22,0.3457,3.42,8,57,0,3
000402,main,7254,1996-06-26,2026-09-22,1.6916,2.36,6,66,0,3
000403,main,5550,1996-06-28,2026-09-22,0.6124,9.02,82,37,1,5
000404,main,7235,1996-06-19,2026-09-22,0.4513,6.8,12,73,0,4
000407,main,7056,1996-07-03,2026-09-22,0.6646,3.695,9,78,0,3
000408,main,6832,1996-06-28,2026-09-22,7.9847,66.477,177,52,0,31
000409,main,6551,1996-06-27,2026-09-22,0.655,7.92,288,87,0,58
000410,main,7166,1996-07-18,2026-09-22,1.2277,4.37,83,92,0,14
000411,main,6841,1996-07-16,2026-09-22,0.3365,8.952,68,109,0,16
000415,main,6582,1996-07-16,2026-09-22,2.8938,4.11,22,84,0,6
000417,main,7235,1996-08-12,2026-09-22,2.8753,5.46,8,48,0,3
000419,main,7253,1996-08-16,2026-09-22,0.3723,4.423,4,81,0,1
000420,main,7179,1996-08-02,2026-09-22,1.8986,3.49,28,91,0,7
000421,main,7121,1996-08-06,2026-09-22,0.5421,5.1,7,82,0,5
000422,main,7155,1996-08-15,2026-09-22,2.9236,11.78,59,55,0,11
000423,main,7148,1996-07-29,2026-09-22,2.2491,44.78,8,23,0,5
000425,main,7137,1996-08-28,2026-09-22,10.3191,7.3,6,78,0,9
000426,main,6854,1996-08-28,2026-09-22,21.0573,26.856,8,91,0,7
000428,main,7100,1996-08-08,2026-09-22,3.8968,3.02,5,112,1,6
000429,main,6658,1998-02-20,2026-09-22,1.0792,12.45,4,15,0,2
000430,main,6992,1996-08-29,2026-09-22,2.108,5.85,133,48,0,14
000488,main,6173,2000-11-20,2026-09-22,0.315,1.85,24,29,0,5
000498,main,5772,1997-06-09,2026-09-22,0.4901,4.658,82,56,0,17
000501,main,8068,1992-11-20,2026-09-22,0.9337,6.71,14,59,0,2
000503,main,7885,1992-11-30,2026-09-22,0.7874,6.18,72,131,0,6
000504,main,7606,1992-12-08,2026-09-22,0.5609,7.39,170,114,0,31
000505,main,7775,1992-12-21,2026-09-22,4.9868,5.19,153,154,0,16
000506,main,7183,1993-03-12,2026-09-22,13.976,11.15,200,125,3,50
000507,main,8035,1993-03-26,2026-09-22,0.5093,4.63,51,64,0,5
000509,main,7550,1993-05-07,2026-09-22,1.1096,2.7,278,106,0,31
000510,main,7903,1993-05-07,2026-09-22,7.5269,13.0,46,121,0,11
000513,main,7679,1993-10-28,2026-09-22,1.4137,25.97,4,37,0,2
000514,main,7888,1993-07-12,2026-09-22,0.7126,3.59,24,152,0,8
000516,main,7785,1993-08-09,2026-09-22,0.8416,3.9,9,82,1,8
000517,main,7053,1993-08-06,2026-09-22,0.7627,1.65,25,100,0,4
000518,main,7467,1993-09-08,2026-09-22,1.4086,3.37,64,127,0,18
000519,main,7718,1993-10-08,2026-09-22,10.6627,13.3,14,98,0,6
000520,main,7248,1993-10-25,2026-09-22,2.1955,3.52,20,111,0,10
000521,main,7885,1993-10-18,2026-09-22,0.415,4.36,42,81,0,6
000523,main,7771,1993-11-08,2026-09-22,6.4032,2.63,26,94,0,7
000524,main,7721,1993-11-18,2026-09-22,1.2074,8.09,15,114,0,5
000525,main,7853,1993-10-28,2026-09-22,1.3518,3.88,131,72,0,20
000526,main,7378,1993-11-01,2026-09-22,1.1849,25.91,37,146,1,20
000528,main,7889,1993-11-18,2026-09-22,2.6618,7.65,8,57,0,2
000529,main,7013,1993-11-18,2026-09-22,0.3042,4.46,41,50,0,14
000530,main,7840,1993-12-08,2026-09-22,0.9432,4.51,11,95,1,2
000531,main,7742,1994-01-06,2026-09-22,0.4597,5.57,12,65,0,5
000532,main,7776,1994-01-03,2026-09-22,2.0771,9.79,9,130,0,7
000533,main,7663,1994-01-03,2026-09-22,7.0686,7.83,34,120,0,6
000534,main,7406,1994-01-10,2026-09-22,3.7222,22.6,4,100,0,6
000536,main,6989,1993-11-26,2026-09-22,3.2727,2.97,177,123,0,24
000537,main,7714,1993-12-10,2026-09-22,1.4882,6.92,18,108,0,5
000538,main,7716,1993-12-15,2026-09-22,3.6844,47.97,5,39,0,2
000539,main,7763,1993-11-26,2026-09-22,2.756,5.08,8,55,0,2
000541,main,7856,1993-11-23,2026-09-22,0.25,4.8,3,44,0,2
000543,main,7871,1993-12-20,2026-09-22,1.5044,7.196,15,45,0,4
000544,main,7754,1993-12-08,2026-09-22,0.2152,7.07,29,69,0,4
000545,main,7142,1993-12-15,2026-09-22,1.5771,2.13,53,126,0,30
000546,main,7416,1993-12-15,2026-09-22,0.4756,3.95,111,124,1,26
000547,main,7457,1993-11-30,2026-09-22,7.3321,13.15,6,123,0,4
000548,main,7867,1993-12-20,2026-09-22,0.2618,4.02,23,93,1,6
000550,main,7879,1993-12-01,2026-09-22,0.761,15.62,19,91,0,3
000551,main,7837,1994-01-06,2026-09-22,1.3078,11.91,10,85,0,1
000552,main,7581,1994-01-06,2026-09-22,2.2194,2.33,46,88,0,7
000553,main,7516,1993-12-03,2026-09-22,0.5771,5.08,8,89,0,3
000554,main,7865,1993-12-15,2026-09-22,1.3742,5.655,8,91,0,13
000555,main,7352,1994-04-08,2026-09-22,1.3891,9.34,274,92,0,33
000557,main,6283,1994-06-17,2026-09-22,0.3031,3.481,275,66,0,59
000558,main,7508,1994-05-09,2026-09-22,1.6076,3.11,28,157,1,11
000559,main,7859,1994-01-10,2026-09-22,4.3326,10.3,6,104,0,3
000560,main,7308,1994-02-02,2026-09-22,13.6664,2.0,76,109,0,5
000561,main,7147,1994-05-09,2026-09-22,0.8481,6.87,178,91,0,31
000563,main,7743,1994-01-10,2026-09-22,1.2893,2.84,3,96,0,3
000564,main,7366,1994-01-10,2026-09-22,7.3216,1.3,120,110,0,12
000565,main,7679,1994-04-08,2026-09-22,1.6606,5.25,12,117,0,3
000566,main,7488,1994-05-25,2026-09-22,3.7855,4.52,59,107,0,7
000567,main,7731,1994-05-25,2026-09-22,2.3471,5.36,39,145,0,4
000568,main,7741,1994-05-09,2026-09-22,7.1148,70.871,5,51,0,4
000570,main,7756,1994-07-01,2026-09-22,0.4538,4.69,29,96,0,3
000571,main,7428,1994-05-25,2026-09-22,1.3113,5.41,98,90,0,12
000572,main,7720,1994-08-08,2026-09-22,3.3932,3.38,105,134,0,7
000573,main,7733,1994-08-15,2026-09-22,0.5264,3.35,4,95,0,6
000576,main,7576,1994-09-07,2026-09-22,2.0007,6.17,64,97,0,14
000581,main,6723,1998-09-24,2026-09-22,1.4235,16.634,5,41,0,0
000582,main,7059,1995-11-02,2026-09-22,6.2196,9.78,22,82,0,6
000586,main,6965,1995-12-20,2026-09-22,1.6501,10.15,48,136,0,8
000589,main,7346,1996-03-08,2026-09-22,0.978,4.14,5,45,0,2
000590,main,7153,1996-01-19,2026-09-22,0.2953,7.71,28,126,0,9
000591,main,7219,1996-02-08,2026-09-22,1.8057,4.14,6,92,1,4
000592,main,6670,1996-03-27,2026-09-22,25.6629,5.26,104,114,0,21
000593,main,7167,1996-03-12,2026-09-22,2.7693,15.38,9,121,0,3
000595,main,7110,1996-04-19,2026-09-22,1.4771,4.56,76,173,0,26
000596,main,7057,1996-09-27,2026-09-22,3.6154,73.149,55,89,0,8
000597,main,7235,1996-05-23,2026-09-22,0.6369,4.38,7,85,0,5
000598,main,7262,1996-05-29,2026-09-22,1.2521,6.296,13,52,0,1
000599,main,7284,1996-04-30,2026-09-22,0.4261,4.22,10,84,0,4
000600,main,7074,1996-06-06,2026-09-22,1.4135,7.21,9,92,0,3
000601,main,7155,1996-08-30,2026-09-22,2.1905,6.03,6,73,0,3
000603,main,6458,1996-08-23,2026-09-22,16.355,18.65,179,73,0,16
000605,main,6632,1996-09-13,2026-09-22,0.2233,5.17,124,108,0,18
000607,main,6975,1996-08-30,2026-09-22,0.842,3.14,32,107,0,4
000608,main,6950,1996-09-19,2026-09-22,1.9398,5.64,33,106,0,12
000609,main,7072,1996-10-10,2026-09-22,0.4705,8.86,165,138,0,29
000610,main,7064,1996-09-26,2026-09-22,1.106,5.03,7,89,0,6
000612,main,6918,1996-09-26,2026-09-22,4.6007,9.8,6,106,0,5
000615,main,6946,1996-10-16,2026-09-22,0.1456,2.94,110,117,0,26
000617,main,7037,1996-10-22,2026-09-22,7.2444,6.53,43,105,0,5
000619,main,7144,1996-10-23,2026-09-22,0.307,4.13,8,72,0,3
000620,main,5866,1996-10-29,2026-09-22,10.5862,2.56,80,146,0,31
000623,main,7106,1996-10-28,2026-09-22,2.011,17.31,2,66,0,4
000625,main,6854,1997-06-10,2026-09-22,2.9885,6.778,5,79,0,2
000626,main,6970,1996-11-28,2026-09-22,2.2752,5.985,9,143,0,7
000628,main,6702,1996-11-18,2026-09-22,6.896,34.665,39,147,0,15
000629,main,6520,1996-11-15,2026-09-22,2.2522,2.86,20,82,0,4
000630,main,6993,1996-11-20,2026-09-22,15.6193,5.75,8,71,0,4
000631,main,6447,1996-11-22,2026-09-22,0.3521,2.76,32,97,0,9
000632,main,7157,1996-11-21,2026-09-22,0.7173,2.67,51,101,0,20
000633,main,6288,1996-11-12,2026-09-22,0.3877,4.58,144,109,0,22
000635,main,7066,1996-11-20,2026-09-22,1.2914,5.78,3,96,0,4
000636,main,6973,1996-11-29,2026-09-22,67.2578,40.22,7,87,0,6
000637,main,7153,1996-11-14,2026-09-22,0.3513,3.39,48,76,0,12
000639,main,6916,1996-11-26,2026-09-22,0.7906,1.16,41,89,0,14
000650,main,6857,1996-12-10,2026-09-22,0.9736,5.043,57,50,0,14
000651,main,7015,1996-11-18,2026-09-22,14.3856,35.658,2,30,0,2
000652,main,6947,1996-11-28,2026-09-22,0.4257,3.28,3,102,0,4
000655,main,6893,1996-11-28,2026-09-22,0.5892,6.18,34,79,0,11
000656,main,6723,1996-11-28,2026-09-22,2.3821,1.07,263,72,0,24
000657,main,6165,1996-12-05,2026-09-22,38.1206,47.99,74,98,0,17
000659,main,7025,1996-12-03,2026-09-22,0.7298,2.33,80,80,0,15
000661,main,7105,1996-12-18,2026-09-22,3.7761,65.46,9,85,0,3
000663,main,6971,1996-12-06,2026-09-22,0.5479,4.66,40,123,0,8
000665,main,6938,1996-12-10,2026-09-22,0.7438,3.58,8,124,0,10
000668,main,6642,1996-12-10,2026-09-22,0.6939,14.6,96,67,0,14
000669,main,6881,1996-12-10,2026-09-22,0.2508,3.32,215,71,0,22
000670,main,4867,1996-12-17,2026-09-22,3.9087,5.44,108,107,0,24
000672,main,5550,1996-12-18,2026-09-22,2.5311,12.411,37,69,0,7
000676,main,6856,1996-12-24,2026-09-22,3.9232,5.1,26,141,0,22
000677,main,6547,1996-12-26,2026-09-22,0.6894,1.5,51,129,0,23
000678,main,6815,1997-01-06,2026-09-22,0.9396,7.66,20,116,0,5
000679,main,6970,1997-01-24,2026-09-22,0.8442,5.14,24,98,0,5
000680,main,7102,1997-01-22,2026-09-22,1.8249,9.24,7,83,0,1
000681,main,5866,1997-01-21,2026-09-22,5.2216,15.491,64,125,0,15
000682,main,6862,1997-01-21,2026-09-22,0.9783,10.69,28,79,0,3
000683,main,6949,1997-01-31,2026-09-22,4.3608,5.34,27,60,0,2
000685,main,7062,1997-01-23,2026-09-22,1.3468,10.59,6,72,0,1
000686,main,6916,1997-02-27,2026-09-22,1.3895,7.66,14,53,0,1
000688,main,5430,1997-01-20,2026-09-22,5.1114,25.6,58,58,0,13
000690,main,7073,1997-01-28,2026-09-22,3.1512,4.47,7,42,0,1
000691,main,6563,1997-02-28,2026-09-22,0.8068,8.74,284,76,0,35
000692,main,7021,1997-02-27,2026-09-22,0.7324,3.59,102,75,0,9
000695,main,6598,1997-02-18,2026-09-22,1.1642,11.69,21,140,0,9
000697,main,6693,1997-03-25,2026-09-22,0.6723,7.73,117,85,0,15
000698,main,6986,1997-02-20,2026-09-22,0.1355,3.08,10,82,0,5
000700,main,6996,1997-02-28,2026-09-22,5.6444,9.49,6,91,0,4
000701,main,7100,1997-02-26,2026-09-22,0.6636,4.34,6,112,0,1
000702,main,7100,1997-03-18,2026-09-22,0.8533,4.61,9,85,0,10
000703,main,6970,1997-03-28,2026-09-22,15.1166,12.611,45,67,0,1
000705,main,7050,1997-04-10,2026-09-22,0.3449,6.06,3,59,0,1
000707,main,6960,1997-04-15,2026-09-22,0.339,4.14,93,45,0,14
000708,main,6965,1997-03-26,2026-09-22,1.7065,12.493,5,46,0,4
000709,main,6923,1997-04-16,2026-09-22,1.7114,1.903,5,39,0,5
000710,main,6735,1997-04-22,2026-09-22,1.7837,7.44,93,140,0,2
000711,main,6585,1997-04-11,2026-09-22,7.0258,4.32,97,112,0,24
000712,main,6769,1997-04-15,2026-09-22,12.1457,8.27,4,123,0,7
000713,main,6931,1997-04-22,2026-09-22,3.0467,5.4,4,98,0,1
000715,main,6779,1997-05-08,2026-09-22,0.6515,4.45,4,78,0,1
000716,main,6525,1997-04-18,2026-09-22,3.369,4.22,102,111,0,20
000717,main,6960,1997-05-08,2026-09-22,0.4708,2.06,26,81,0,8
000718,main,6739,1997-04-08,2026-09-22,0.56,1.73,72,87,0,5
000719,main,5919,1997-03-31,2026-09-22,0.6222,10.85,94,56,0,16
000720,main,6783,1997-05-09,2026-09-22,1.6906,3.05,50,115,0,11
000721,main,6890,1997-04-30,2026-09-22,2.4826,5.46,4,121,0,3
000722,main,6422,1997-05-22,2026-09-22,3.6717,10.74,87,122,0,15
000723,main,6547,1997-05-15,2026-09-22,3.7734,3.24,13,119,0,6
000725,main,6103,2001-01-12,2026-09-22,64.5788,5.27,53,50,0,10
000726,main,6144,2000-12-25,2026-09-22,0.4945,5.56,2,32,0,0
000727,main,6898,1997-05-20,2026-09-22,1.4641,2.14,35,98,0,6
000728,main,6780,1997-06-16,2026-09-22,2.4587,6.99,17,62,0,4
000729,main,7018,1997-07-16,2026-09-22,2.1667,10.354,4,24,0,0
000731,main,6990,1997-06-17,2026-09-22,1.8109,5.22,13,51,0,2
000733,main,7011,1997-07-03,2026-09-22,4.2159,37.65,6,68,0,0
000735,main,7005,1997-06-11,2026-09-22,5.895,4.85,37,88,0,7
000736,main,6477,1997-04-25,2026-09-22,1.3382,3.75,139,130,0,15
000737,main,7012,1997-04-28,2026-09-22,16.8525,11.713,47,82,0,12
000738,main,6951,1997-06-26,2026-09-22,3.0244,16.54,158,72,0,14
000739,main,6977,1997-05-09,2026-09-22,3.3219,17.19,6,78,0,2
000750,main,5869,1997-07-09,2026-09-22,1.8881,3.63,27,68,0,1
000751,main,6587,1997-06-26,2026-09-22,2.6523,4.24,37,87,0,12
000752,main,6933,1997-06-25,2026-09-22,0.1608,7.33,169,70,0,24
000753,main,7002,1997-06-26,2026-09-22,1.8713,4.29,5,88,0,3
000755,main,6649,1997-06-27,2026-09-22,0.2218,4.33,37,89,0,13
000756,main,6917,1997-08-06,2026-09-22,1.7671,12.73,8,109,0,3
000757,main,5347,1997-06-27,2026-09-22,0.4137,3.28,64,77,0,11
000758,main,7005,1997-04-16,2026-09-22,1.974,5.49,4,97,0,1
000759,main,6895,1997-05-19,2026-09-22,9.1965,5.66,10,92,0,2
000761,main,6815,1998-01-15,2026-09-22,0.4564,2.16,10,62,0,1
000762,main,6939,1997-07-08,2026-09-22,2.4812,19.73,4,130,0,2
000766,main,6626,1997-04-30,2026-09-22,1.9364,15.05,55,95,0,6
000767,main,6912,1997-06-09,2026-09-22,3.0284,3.3,11,91,0,4
000768,main,6916,1997-06-26,2026-09-22,7.2201,19.53,6,75,0,1
000776,main,6167,1997-06-11,2026-09-22,12.1434,20.02,14,61,0,2
000777,main,6971,1997-07-10,2026-09-22,0.7374,16.018,7,110,0,1
000778,main,6982,1997-06-06,2026-09-22,1.9995,3.6,4,35,0,4
000779,main,6858,1997-05-28,2026-09-22,5.5236,7.94,125,79,0,16
000782,main,6915,1997-06-19,2026-09-22,1.1215,5.97,4,70,0,5
000783,main,6763,1997-07-31,2026-09-22,9.7443,8.29,9,62,0,3
000785,main,6831,1997-07-11,2026-09-22,1.311,1.98,11,87,0,5
000786,main,6897,1997-06-06,2026-09-22,3.3571,15.71,5,41,0,2
000788,main,6861,1997-06-16,2026-09-22,0.8197,4.97,29,89,0,1
000789,main,6931,1997-09-23,2026-09-22,0.3546,3.83,29,81,0,5
000790,main,6753,1998-03-27,2026-09-22,0.7635,3.56,4,107,0,2
000791,main,6882,1997-10-14,2026-09-22,1.4413,7.1,47,112,0,8
000792,main,6439,1997-09-04,2026-09-22,13.6433,24.48,20,37,0,10
000793,main,6566,1997-07-29,2026-09-22,0.2919,2.01,24,108,0,17
000795,main,6843,1997-08-08,2026-09-22,1.0985,8.09,9,130,0,2
000796,main,6423,1997-07-03,2026-09-22,3.6463,3.45,67,121,0,22
000797,main,6975,1997-07-15,2026-09-22,1.1019,2.22,6,115,0,4
000798,main,6776,1998-02-12,2026-09-22,4.3127,7.17,7,121,0,2
000799,main,6838,1997-07-18,2026-09-22,2.0417,36.76,61,80,0,15
000800,main,7016,1997-06-18,2026-09-22,0.8647,5.91,6,61,0,1
000801,main,6742,1998-05-06,2026-09-22,1.7111,10.67,57,110,0,4
000802,main,6704,1998-01-08,2026-09-22,3.3073,3.45,55,116,0,17
000803,main,6542,1998-03-03,2026-09-22,0.725,5.99,31,96,0,9
000807,main,6717,1998-04-08,2026-09-22,17.5156,21.77,5,99,0,2
000809,main,6555,1998-06-16,2026-09-22,0.5538,2.85,66,84,0,10
000810,main,6400,1998-06-02,2026-09-22,1.7345,9.09,2,118,0,4
000811,main,6721,1998-05-28,2026-09-22,16.6955,32.62,2,95,0,1
000812,main,6464,1998-06-23,2026-09-22,1.2102,3.12,7,110,0,3
000813,main,6373,1998-05-19,2026-09-22,2.2225,3.12,27,106,0,14
000815,main,6413,1998-06-09,2026-09-22,7.6206,12.12,85,141,0,21
000816,main,6892,1997-08-18,2026-09-22,2.1177,2.34,39,104,0,6
000818,main,6469,1997-10-17,2026-09-22,1.5811,11.51,28,102,0,9
000819,main,6988,1997-06-25,2026-09-22,0.4285,10.82,12,113,0,3
000820,main,5822,1998-06-30,2026-09-22,0.4675,2.67,216,106,0,36
000821,main,6599,1998-06-26,2026-09-22,0.6172,6.67,21,89,0,6
000822,main,6773,1998-07-03,2026-09-22,0.6025,3.91,21,60,0,1
000823,main,6968,1997-10-08,2026-09-22,23.0266,12.21,11,74,0,1
000825,main,6594,1998-10-21,2026-09-22,1.1554,3.33,5,52,0,1
000826,main,6598,1998-02-25,2026-09-22,0.2346,1.33,34,76,0,7
000828,main,6796,1997-06-17,2026-09-22,0.6354,9.49,6,60,0,5
000829,main,6532,1997-12-02,2026-09-22,1.9097,7.37,6,152,0,3
000830,main,6741,1998-08-07,2026-09-22,4.1199,11.44,5,39,0,1
000831,main,6257,1998-09-11,2026-09-22,14.4848,44.98,31,122,0,5
000833,main,6479,1998-11-11,2026-09-22,6.4246,18.73,21,108,0,4
000837,main,6653,1998-09-28,2026-09-22,1.176,8.58,18,75,0,1
000838,main,6794,1997-06-26,2026-09-22,0.9982,1.57,89,183,0,4
000839,main,6808,1997-10-31,2026-09-22,3.1781,2.37,28,104,0,11
000848,main,6905,1997-11-13,2026-09-22,1.002,7.63,10,44,0,1
000850,main,6571,1998-10-07,2026-09-22,0.5169,3.541,5,58,0,0
000852,main,6533,1998-11-26,2026-09-22,1.6462,4.87,12,81,0,1
000856,main,6692,1998-08-13,2026-09-22,0.5005,6.76,83,111,0,9
000858,main,6753,1998-04-27,2026-09-22,15.1087,68.508,6,24,0,1
000859,main,6650,1998-11-19,2026-09-22,4.5055,6.98,8,133,0,3
000860,main,6661,1998-11-04,2026-09-22,1.1005,9.78,9,46,0,1
000862,main,6326,1998-09-15,2026-09-22,1.0563,4.59,62,122,0,9
000863,main,5560,1997-09-25,2026-09-22,1.0373,3.5,71,89,0,13
000868,main,6886,1997-07-25,2026-09-22,1.094,3.3,47,133,0,8
000869,main,6225,2000-10-26,2026-09-22,0.3115,15.68,3,21,0,0
000875,main,5609,2002-09-26,2026-09-22,1.6188,4.748,6,69,0,2
000876,main,6675,1998-03-11,2026-09-22,4.5364,6.72,11,52,0,2
000877,main,6597,1999-01-07,2026-09-22,0.4899,3.56,3,82,0,2
000878,main,6647,1998-06-02,2026-09-22,10.9539,14.27,5,91,0,9
000880,main,6613,1998-04-02,2026-09-22,3.9498,20.032,97,96,0,6
000881,main,6573,1998-09-02,2026-09-22,0.4727,6.12,5,75,0,3
000882,main,6650,1998-06-16,2026-09-22,1.0623,1.29,10,102,0,4
000883,main,6592,1998-05-19,2026-09-22,1.347,4.291,11,58,0,2
000885,main,6166,1999-03-19,2026-09-22,0.3907,11.64,116,89,0,20
000886,main,6863,1998-01-23,2026-09-22,0.7322,4.07,6,89,0,3
000887,main,6370,1998-12-03,2026-09-22,6.1439,16.2,119,46,0,20
000888,main,6924,1997-10-21,2026-09-22,1.4293,8.903,3,46,0,1
000889,main,6478,1997-12-18,2026-09-22,1.756,2.98,71,133,0,22
000890,main,6470,1999-01-19,2026-09-22,4.9794,6.18,40,112,0,7
000892,main,5917,1999-01-15,2026-09-22,6.5504,2.99,131,118,0,18
000893,main,6280,1998-12-24,2026-09-22,7.0901,39.2,43,73,0,10
000895,main,6165,1998-12-10,2026-09-22,2.4712,23.06,6,26,0,2
000897,main,6527,1999-04-22,2026-09-22,0.5862,1.63,13,100,0,5
000898,main,6893,1997-12-25,2026-09-22,0.8576,1.86,7,37,0,0
000899,main,6850,1997-11-26,2026-09-22,1.1298,9.28,16,107,0,5
000900,main,6447,1999-01-28,2026-09-22,0.453,3.55,4,21,0,3
000901,main,6430,1999-04-01,2026-09-22,1.6751,13.31,5,106,0,9
000902,main,6428,1999-04-08,2026-09-22,1.7567,11.684,28,54,0,9
000903,main,6439,1999-04-15,2026-09-22,0.5225,1.59,13,77,0,11
000905,main,6357,1999-04-29,2026-09-22,1.7251,7.573,7,82,0,2
000906,main,6366,1999-07-07,2026-09-22,0.7837,5.15,93,81,0,5
000908,main,6251,1999-02-03,2026-09-22,0.7055,5.68,272,97,0,51
000909,main,6566,1999-05-07,2026-09-22,0.4177,3.59,46,131,0,20
000910,main,6514,1999-06-30,2026-09-22,0.5604,4.82,3,61,0,1
000911,main,6484,1999-05-27,2026-09-22,1.0627,3.84,41,93,0,8
000912,main,6127,1999-06-03,2026-09-22,4.1896,3.28,51,63,0,28
000913,main,6522,1999-05-14,2026-09-22,0.3836,10.24,23,69,0,3
000915,main,6565,1999-06-09,2026-09-22,0.9834,23.7,6,45,0,1
000917,main,6271,1999-03-25,2026-09-22,2.2525,6.26,5,83,0,4
000919,main,6462,1999-11-18,2026-09-22,0.7617,5.98,9,45,0,0
000920,main,6192,1999-06-16,2026-09-22,1.4005,10.447,32,99,0,10
000921,main,6186,1999-07-13,2026-09-22,2.6636,23.312,142,46,0,4
000922,main,6374,1999-06-18,2026-09-22,0.9768,10.35,175,78,0,16
000923,main,6382,1999-07-14,2026-09-22,3.3661,12.23,58,101,0,8
000925,main,5850,1999-06-11,2026-09-22,3.4955,6.52,62,65,0,1
000926,main,6496,1999-06-18,2026-09-22,0.7411,1.92,5,40,0,2
000927,main,6438,1999-07-27,2026-09-22,1.0397,2.3,56,86,0,12
000928,main,6488,1999-03-12,2026-09-22,1.518,4.8,91,81,0,10
000929,main,6357,1999-06-23,2026-09-22,0.3651,7.5,24,83,0,4
000930,main,6374,1999-07-12,2026-09-22,4.6423,4.342,5,71,0,0
000931,main,6283,1999-07-12,2026-09-22,2.5238,3.79,10,100,0,9
000932,main,6301,1999-08-03,2026-09-22,3.0824,3.4,27,43,0,1
000933,main,6465,1999-08-31,2026-09-22,10.3034,21.11,22,67,0,1
000935,main,6132,1999-08-24,2026-09-22,0.9252,20.3,54,106,0,8
000936,main,6474,1999-08-10,2026-09-22,1.2078,4.7,7,90,0,2
000937,main,6463,1999-09-09,2026-09-22,2.3543,4.07,4,56,0,0
000938,main,6272,1999-11-04,2026-09-22,50.7203,29.03,1,118,0,3
000948,main,6365,1999-10-14,2026-09-22,1.16,11.56,9,140,0,3
000949,main,6426,1999-10-21,2026-09-22,3.9369,5.1,6,79,0,1
000950,main,5866,1999-09-16,2026-09-22,1.1423,5.08,86,64,0,4
000951,main,6275,1999-11-25,2026-09-22,2.7062,19.72,30,62,0,0
000952,main,6316,1999-11-12,2026-09-22,0.3865,5.14,6,92,0,1
000953,main,6127,1999-12-02,2026-09-22,0.4828,5.0,123,141,0,25
000955,main,6267,1999-12-09,2026-09-22,0.3848,3.55,45,120,0,6
000957,main,6366,2000-01-13,2026-09-22,1.5662,8.99,10,120,0,3
000958,main,6291,1999-12-23,2026-09-22,0.5774,5.05,41,116,0,10
000959,main,6035,1999-12-16,2026-09-22,1.0267,3.33,3,66,0,3
000960,main,6290,2000-02-21,2026-09-22,10.4586,29.1,3,79,0,2
000962,main,6159,2000-01-20,2026-09-22,13.2198,41.05,15,110,0,4
000963,main,6296,2000-01-27,2026-09-22,3.139,25.8,5,25,0,0
000965,main,6224,2000-04-06,2026-09-22,1.3886,2.95,30,93,0,1
000966,main,6355,2000-03-16,2026-09-22,1.5519,3.71,7,62,0,3
000967,main,6093,2000-03-30,2026-09-22,4.6117,6.84,37,65,0,8
000968,main,6087,2000-06-22,2026-09-22,2.1208,6.09,18,78,0,1
000969,main,6242,2000-05-29,2026-09-22,3.2335,15.36,6,65,0,1
000970,main,6327,2000-04-20,2026-09-22,2.5123,11.18,7,66,0,1
000972,main,5865,2000-09-26,2026-09-22,1.2039,3.24,132,64,0,19
000973,main,6188,2000-05-25,2026-09-22,4.0514,11.1,7,99,0,1
000975,main,5860,2000-06-08,2026-09-22,11.0202,16.78,53,69,0,11
000977,main,6254,2000-06-08,2026-09-22,60.6056,63.79,2,101,0,2
000978,main,6267,2000-05-18,2026-09-22,5.9751,5.24,5,50,0,7
000980,main,6114,2000-06-16,2026-09-22,7.1696,1.5,160,113,0,14
000981,main,5231,2000-06-22,2026-09-22,12.3432,2.42,184,87,0,27
000983,main,6285,2000-07-26,2026-09-22,5.4019,5.905,5,54,0,0
000985,main,6297,2000-07-26,2026-09-22,0.5911,13.58,4,90,0,2
